Mod:Item:MetaData, Localized Name
mekanism:roadplasticblock:11, §eYellow Plastic Road
mekanism:roadplasticblock:12, §9Light Blue Plastic Road
mekanism:roadplasticblock:13, §dMagenta Plastic Road
mekanism:roadplasticblock:14, §6Orange Plastic Road
mekanism:roadplasticblock:15, §fWhite Plastic Road
mekanism:plasticfence:0, §8Black Plastic Barrier
mekanism:plasticfence:1, §cRed Plastic Barrier
mekanism:plasticfence:2, §2Green Plastic Barrier
mekanism:plasticfence:3, §6Brown Plastic Barrier
mekanism:plasticfence:4, §1Blue Plastic Barrier
mekanism:plasticfence:5, §5Purple Plastic Barrier
mekanism:plasticfence:6, §3Cyan Plastic Barrier
mekanism:plasticfence:7, §7Light Grey Plastic Barrier
mekanism:plasticfence:8, §8Grey Plastic Barrier
mekanism:plasticfence:9, §dPink Plastic Barrier
mekanism:plasticfence:10, §aLime Plastic Barrier
mekanism:plasticfence:11, §eYellow Plastic Barrier
mekanism:plasticfence:12, §9Light Blue Plastic Barrier
mekanism:plasticfence:13, §dMagenta Plastic Barrier
mekanism:plasticfence:14, §6Orange Plastic Barrier
mekanism:plasticfence:15, §fWhite Plastic Barrier
mekanism:saltblock, Salt Block
mekanismgenerators:solarpanel, Solar Panel
mekanismgenerators:hohlraum, Hohlraum
mekanismgenerators:turbineblade, Turbine Blade
mekanismgenerators:generator:0, Heat Generator
mekanismgenerators:generator:1, Solar Generator
mekanismgenerators:generator:3, Gas-Burning Generator
mekanismgenerators:generator:4, Bio-Generator
mekanismgenerators:generator:5, Advanced Solar Generator
mekanismgenerators:generator:6, Wind Generator
mekanismgenerators:generator:7, Turbine Rotor
mekanismgenerators:generator:8, Rotational Complex
mekanismgenerators:generator:9, Electromagnetic Coil
mekanismgenerators:generator:10, Turbine Casing
mekanismgenerators:generator:11, Turbine Valve
mekanismgenerators:generator:12, Turbine Vent
mekanismgenerators:generator:13, Saturating Condenser
mekanismgenerators:reactor:0, Reactor Controller
mekanismgenerators:reactor:1, Reactor Frame
mekanismgenerators:reactor:2, Reactor Port
mekanismgenerators:reactor:3, Reactor Logic Adapter
mekanismgenerators:reactorglass:0, Reactor Glass
mekanismgenerators:reactorglass:1, Laser Focus Matrix
mekanismtools:woodpaxel, Wood Paxel
mekanismtools:stonepaxel, Stone Paxel
mekanismtools:ironpaxel, Iron Paxel
mekanismtools:diamondpaxel, Diamond Paxel
mekanismtools:goldpaxel, Gold Paxel
mekanismtools:glowstonepickaxe, Glowstone Pickaxe
mekanismtools:glowstoneaxe, Glowstone Axe
mekanismtools:glowstoneshovel, Glowstone Shovel
mekanismtools:glowstonehoe, Glowstone Hoe
mekanismtools:glowstonesword, Glowstone Sword
mekanismtools:glowstonepaxel, Glowstone Paxel
mekanismtools:glowstonehelmet, Glowstone Helmet
mekanismtools:glowstonechestplate, Glowstone Chestplate
mekanismtools:glowstoneleggings, Glowstone Leggings
mekanismtools:glowstoneboots, Glowstone Boots
mekanismtools:bronzepickaxe, Bronze Pickaxe
mekanismtools:bronzeaxe, Bronze Axe
mekanismtools:bronzeshovel, Bronze Shovel
mekanismtools:bronzehoe, Bronze Hoe
mekanismtools:bronzesword, Bronze Sword
mekanismtools:bronzepaxel, Bronze Paxel
mekanismtools:bronzehelmet, Bronze Helmet
mekanismtools:bronzechestplate, Bronze Chestplate
mekanismtools:bronzeleggings, Bronze Leggings
mekanismtools:bronzeboots, Bronze Boots
mekanismtools:osmiumpickaxe, Osmium Pickaxe
mekanismtools:osmiumaxe, Osmium Axe
mekanismtools:osmiumshovel, Osmium Shovel
mekanismtools:osmiumhoe, Osmium Hoe
mekanismtools:osmiumsword, Osmium Sword
mekanismtools:osmiumpaxel, Osmium Paxel
mekanismtools:osmiumhelmet, Osmium Helmet
mekanismtools:osmiumchestplate, Osmium Chestplate
mekanismtools:osmiumleggings, Osmium Leggings
mekanismtools:osmiumboots, Osmium Boots
mekanismtools:obsidianpickaxe, Obsidian Pickaxe
mekanismtools:obsidianaxe, Obsidian Axe
mekanismtools:obsidianshovel, Obsidian Shovel
mekanismtools:obsidianhoe, Obsidian Hoe
mekanismtools:obsidiansword, Obsidian Sword
mekanismtools:obsidianpaxel, Obsidian Paxel
mekanismtools:obsidianhelmet, Obsidian Helmet
mekanismtools:obsidianchestplate, Obsidian Chestplate
mekanismtools:obsidianleggings, Obsidian Leggings
mekanismtools:obsidianboots, Obsidian Boots
mekanismtools:lapislazulipickaxe, Lapis Lazuli Pickaxe
mekanismtools:lapislazuliaxe, Lapis Lazuli Axe
mekanismtools:lapislazulishovel, Lapis Lazuli Shovel
mekanismtools:lapislazulihoe, Lapis Lazuli Hoe
mekanismtools:lapislazulisword, Lapis Lazuli Sword
mekanismtools:lapislazulipaxel, Lapis Lazuli Paxel
mekanismtools:lapislazulihelmet, Lapis Lazuli Helmet
mekanismtools:lapislazulichestplate, Lapis Lazuli Chestplate
mekanismtools:lapislazulileggings, Lapis Lazuli Leggings
mekanismtools:lapislazuliboots, Lapis Lazuli Boots
mekanismtools:steelpickaxe, Steel Pickaxe
mekanismtools:steelaxe, Steel Axe
mekanismtools:steelshovel, Steel Shovel
mekanismtools:steelhoe, Steel Hoe
mekanismtools:steelsword, Steel Sword
mekanismtools:steelpaxel, Steel Paxel
mekanismtools:steelhelmet, Steel Helmet
mekanismtools:steelchestplate, Steel Chestplate
mekanismtools:steelleggings, Steel Leggings
mekanismtools:steelboots, Steel Boots
natura:clouds:0, Cloud
natura:clouds:1, Dark Cloud
natura:clouds:2, Ash Cloud
natura:clouds:3, Sulfur Cloud
natura:materials:0, Barley
natura:materials:1, Barley Flour
natura:materials:2, Wheat Flour
natura:materials:3, Cotton
natura:materials:4, Sulfur
natura:materials:5, Ghostwood Fletching
natura:materials:6, Imp Leather
natura:materials:7, Flamestring
natura:materials:8, Blue Dye
natura:empty_bowls:0, Empty Ghostwood Bowl
natura:empty_bowls:1, Empty Bloodwood Bowl
natura:empty_bowls:2, Empty Darkwood Bowl
natura:empty_bowls:3, Empty Fusewood Bowl
natura:edibles:0, Raw Imphide
natura:edibles:1, Cooked Imphide
natura:edibles:2, Raspberry
natura:edibles:3, Blueberry
natura:edibles:4, Blackberry
natura:edibles:5, Maloberry
natura:edibles:6, Blightberry
natura:edibles:7, Duskberry
natura:edibles:8, Skyberry
natura:edibles:9, Stingberry
natura:edibles:10, Potash Apple
natura:edibles:11, Cactus Juice
natura:soups:0, Mushroom Stew
natura:soups:1, Mushroom Stew
natura:soups:2, Mushroom Stew
natura:soups:3, Mushroom Stew
natura:soups:4, Glowshroom Stew
natura:soups:5, Glowshroom Stew
natura:soups:6, Glowshroom Stew
natura:soups:7, Glowshroom Stew
natura:soups:8, Glowshroom Stew
natura:soups:9, Berry Medley
natura:seed_bags:0, Wheat Seed Bag
natura:seed_bags:1, Carrot Bag
natura:seed_bags:2, Potato Bag
natura:seed_bags:3, Nether Wart Bag
natura:sticks:0, Maple Sticks
natura:sticks:1, Silverbell Sticks
natura:sticks:2, Amaranth Sticks
natura:sticks:3, Tiger Sticks
natura:sticks:4, Willow Sticks
natura:sticks:5, Eucalyptus Sticks
natura:sticks:6, Hopseed Sticks
natura:sticks:7, Sakura Sticks
natura:sticks:8, Redwood Sticks
natura:sticks:9, Ghostwood Sticks
natura:sticks:10, Darkwood Sticks
natura:sticks:11, Fusewood Sticks
natura:sticks:12, Bloodwood Sticks
natura:bonemeal_bag, Bone Meal Bag
natura:colored_grass:0, Topiary Grass
natura:colored_grass:1, Bluegrass
natura:colored_grass:2, Autumnal Grass
natura:colored_grass_slab:0, Topiary Grass Slab
natura:colored_grass_slab:1, Bluegrass Slab
natura:colored_grass_slab:2, Autumnal Grass Slab
natura:colored_grass_stairs_topiary:0, Topiary Grass Stairs
natura:colored_grass_stairs_bluegrass:0, Bluegrass Stairs
natura:colored_grass_stairs_autumnal:0, Autumnal Grass Stairs
natura:overworld_logs:0, Maple Wood
natura:overworld_logs:1, Silverbell Wood
natura:overworld_logs:2, Amaranth Wood
natura:overworld_logs:3, Tiger Wood
natura:overworld_logs2:0, Willow Wood
natura:overworld_logs2:1, Eucalyptus Wood
natura:overworld_logs2:2, Hopseed Wood
natura:overworld_logs2:3, Sakura Wood
natura:redwood_logs:0, Redwood Bark
natura:redwood_logs:1, Redwood
natura:redwood_logs:2, Redwood Root
natura:overworld_leaves:0, Maple Leaves
natura:overworld_leaves:1, Silverbell Leaves
natura:overworld_leaves:2, Amaranth Leaves
natura:overworld_leaves:3, Tiger Leaves
natura:overworld_leaves2:0, Willow Leaves
natura:overworld_leaves2:1, Eucalyptus Leaves
natura:overworld_leaves2:2, Hopseed Leaves
natura:overworld_leaves2:3, Sakura Leaves
natura:redwood_leaves:0, Redwood Leaves
natura:overworld_sapling:0, Maple Sapling
natura:overworld_sapling:1, Silverbell Sapling
natura:overworld_sapling:2, Amaranth Sapling
natura:overworld_sapling:3, Tigerwood Sapling
natura:overworld_sapling2:0, Willow Sapling
natura:overworld_sapling2:1, Eucalyptus Sapling
natura:overworld_sapling2:2, Hopseed Sapling
natura:overworld_sapling2:3, Sakura Sapling
natura:redwood_sapling:0, Redwood Sapling
natura:bluebells_flower:0, Bluebells
natura:overworld_planks:0, Maple Planks
natura:overworld_planks:1, Silverbell Planks
natura:overworld_planks:2, Amaranth Planks
natura:overworld_planks:3, Tigerwood Planks
natura:overworld_planks:4, Willow Planks
natura:overworld_planks:5, Eucalyptus Planks
natura:overworld_planks:6, Hopseed Planks
natura:overworld_planks:7, Sakura Planks
natura:overworld_planks:8, Redwood Planks
natura:overworld_slab:0, Maple Slab
natura:overworld_slab:1, Silverbell Slab
natura:overworld_slab:2, Amaranth Slab
natura:overworld_slab:3, Tigerwood Slab
natura:overworld_slab:4, Willow Slab
natura:overworld_slab2:0, Eucalyptus Slab
natura:overworld_slab2:1, Hopseed Slab
natura:overworld_slab2:2, Sakura Slab
natura:overworld_slab2:3, Redwood Slab
natura:overworld_stairs_maple:0, Maple Stairs
natura:overworld_stairs_silverbell:0, Silverbell Stairs
natura:overworld_stairs_amaranth:0, Amaranth Stairs
natura:overworld_stairs_tiger:0, Tiger Stairs
natura:overworld_stairs_willow:0, Willow Stairs
natura:overworld_stairs_eucalyptus:0, Eucalyptus Stairs
natura:overworld_stairs_hopseed:0, Hopseed Stairs
natura:overworld_stairs_sakura:0, Sakura Stairs
natura:overworld_stairs_redwood:0, Redwood Stairs
natura:overworld_berrybush_raspberry:0, Raspberry Bush
natura:overworld_berrybush_blueberry:0, Blueberry Bush
natura:overworld_berrybush_blackberry:0, Blackberry Bush
natura:overworld_berrybush_maloberry:0, Maloberry Bush
natura:barley_crop:0, tile.natura.barley_crop.name
natura:cotton_crop:0, tile.natura.cotton_crop.name
natura:overworld_door_eucalyptus:0, tile.natura.overworld_door_eucalyptus.name
natura:overworld_door_hopseed:0, tile.natura.overworld_door_hopseed.name
natura:overworld_door_sakura:0, tile.natura.overworld_door_sakura.name
natura:overworld_door_redwood:0, tile.natura.overworld_door_redwood.name
natura:overworld_door_redwood_bark:0, tile.natura.overworld_door_redwood_bark.name
natura:overworld_door_tiger:0, tile.natura.overworld_door_tiger.name
natura:overworld_door_maple:0, tile.natura.overworld_door_maple.name
natura:overworld_door_silverbell:0, tile.natura.overworld_door_silverbell.name
natura:saguaro:0, Saguaro Cactus
natura:saguaro_baby:0, Baby Saguaro Cactus
natura:saguaro_fruit:0, Saguaro Fruit
natura:overworld_seeds:0, Barley Seeds
natura:overworld_seeds:1, Cotton Seeds
natura:overworld_seed_bags:0, Barley Seed Bag
natura:overworld_seed_bags:1, Cotton Seed Bag
natura:overworld_doors:0, Eucalyptus Door
natura:overworld_doors:1, Hopseed Door
natura:overworld_doors:2, Sakura Door
natura:overworld_doors:3, Redwood Door
natura:overworld_doors:4, Redwood Bark Door
natura:overworld_doors:5, Tiger Door
natura:overworld_doors:6, Maple Door
natura:overworld_doors:7, Silverbell Door
natura:saguaro_fruit_item, Saguaro Fruit
natura:nether_logs:0, Ghostwood
natura:nether_logs:1, Darkwood
natura:nether_logs:2, Fusewood
natura:nether_logs2:0, Bloodwood
natura:nether_logs2:15, Bloodwood
natura:nether_leaves:0, Ghostwood Leaves
natura:nether_leaves:1, Blood Leaves
natura:nether_leaves:2, Fusewood Leaves
natura:nether_leaves2:0, Darkwood Leaves
natura:nether_leaves2:1, Darkwood Leaves
natura:nether_leaves2:2, Darkwood Leaves
natura:nether_sapling:0, Ghostwood Sapling
natura:nether_sapling:1, Fusewood Sapling
natura:nether_sapling:2, Darkwood Sapling
natura:nether_sapling2:0, Bloodwood Sapling
natura:nether_planks:0, Ghostwood Planks
natura:nether_planks:1, Bloodwood Planks
natura:nether_planks:2, Darkwood Planks
natura:nether_planks:3, Fusewood Planks
natura:nether_slab:0, Ghostwood Slab
natura:nether_slab:1, Blood Slab
natura:nether_slab:2, Darkwood Slab
natura:nether_slab:3, Fusewood Slab
natura:nether_heat_sand:0, Heat Sand
natura:nether_tainted_soil:0, Tainted Soil
natura:nether_tainted_soil:1, Tainted Soil
natura:nether_tainted_soil:2, Tainted Soil
natura:nether_thorn_vines:0, Thornvines
natura:nether_glass:0, Soul Glass
natura:nether_glass:1, Heat Glass
natura:nether_stairs_ghostwood:0, Ghostwood Stairs
natura:nether_stairs_bloodwood:0, Blood Stairs
natura:nether_stairs_darkwood:0, Darkwood Stairs
natura:nether_stairs_fusewood:0, Fusewood Stairs
natura:nether_berrybush_blightberry:0, Blightberry Bush
natura:nether_berrybush_duskberry:0, Duskberry Bush
natura:nether_berrybush_skyberry:0, Skyberry Bush
natura:nether_berrybush_stingberry:0, Stingberry Bush
natura:respawn_obelisk:0, Inactive Respawn Obelisk
natura:nether_glowshroom:0, Green Glowshroom
natura:nether_glowshroom:1, Blue Glowshroom
natura:nether_glowshroom:2, Purple Glowshroom
natura:nether_green_large_glowshroom:0, Green Glowshroom
natura:nether_blue_large_glowshroom:0, Blue Glowshroom
natura:nether_purple_large_glowshroom:0, Purple Glowshroom
natura:nether_door_ghostwood:0, tile.natura.nether_door_ghostwood.name
natura:nether_door_bloodwood:0, tile.natura.nether_door_bloodwood.name
natura:nether_door_darkwood:0, tile.natura.nether_door_darkwood.name
natura:nether_door_fusewood:0, tile.natura.nether_door_fusewood.name
natura:blaze_hopper:0, Blaze Hopper
natura:nether_lever:0, Lever
natura:nether_button:0, Button
natura:nether_pressure_plate:0, Pressure Plate
natura:blaze_rail:0, Blaze Rail
natura:blaze_rail_golden:0, Powered Blaze Rail
natura:blaze_rail_activator:0, Activator Blaze Rail
natura:blaze_rail_detector:0, Detector Blaze Rail
natura:netherrack_furnace:0, Nether Furnace
natura:lit_netherrack_furnace:0, Nether Furnace
natura:nether_doors:0, Ghostwood Door
natura:nether_doors:1, Bloodwood Door
natura:nether_doors:2, Darkwood Door
natura:nether_doors:3, Fusewood Door
natura:maple_button:0, Maple Button
natura:maple_pressure_plate:0, Maple Pressure Plate
natura:maple_trap_door:0, Maple Trap Door
natura:maple_fence:0, Maple Fence
natura:maple_fence_gate:0, Maple Fence Gate
natura:silverbell_button:0, Silverbell Button
natura:silverbell_pressure_plate:0, Silverbell Pressure Plate
natura:silverbell_trap_door:0, Silverbell Trap Door
natura:silverbell_fence:0, Silverbell Fence
natura:silverbell_fence_gate:0, Silverbell Fence Gate
natura:amaranth_button:0, Amaranth Button
natura:amaranth_pressure_plate:0, Amaranth Pressure Plate
natura:amaranth_trap_door:0, Amaranth Trap Door
natura:amaranth_fence:0, Amaranth Fence
natura:amaranth_fence_gate:0, Amaranth Fence Gate
natura:tiger_button:0, Tiger Button
natura:tiger_pressure_plate:0, Tiger Pressure Plate
natura:tiger_trap_door:0, Tiger Trap Door
natura:tiger_fence:0, Tiger Fence
natura:tiger_fence_gate:0, Tiger Fence Gate
natura:willow_button:0, Willow Button
natura:willow_pressure_plate:0, Willow Pressure Plate
natura:willow_trap_door:0, Willow Trap Door
natura:willow_fence:0, Willow Fence
natura:willow_fence_gate:0, Willow Fence Gate
natura:eucalyptus_button:0, Eucalyptus Button
natura:eucalyptus_pressure_plate:0, Eucalyptus Pressure Plate
natura:eucalyptus_trap_door:0, Eucalyptus Trap Door
natura:eucalyptus_fence:0, Eucalyptus Fence
natura:eucalyptus_fence_gate:0, Eucalyptus Fence Gate
natura:hopseed_button:0, Hopseed Button
natura:hopseed_pressure_plate:0, Hopseed Pressure Plate
natura:hopseed_trap_door:0, Hopseed Trap Door
natura:hopseed_fence:0, Hopseed Fence
natura:hopseed_fence_gate:0, Hopseed Fence Gate
natura:sakura_button:0, Sakura Button
natura:sakura_pressure_plate:0, Sakura Pressure Plate
natura:sakura_trap_door:0, Sakura Trap Door
natura:sakura_fence:0, Sakura Fence
natura:sakura_fence_gate:0, Sakura Fence Gate
natura:redwood_button:0, Redwood Button
natura:redwood_pressure_plate:0, Redwood Pressure Plate
natura:redwood_trap_door:0, Redwood Trap Door
natura:redwood_fence:0, Redwood Fence
natura:redwood_fence_gate:0, Redwood Fence Gate
natura:overworld_bookshelves:0, Maple Bookshelf
natura:overworld_bookshelves:1, Silverbell Bookshelf
natura:overworld_bookshelves:2, Amaranth Bookshelf
natura:overworld_bookshelves:3, Tiger Bookshelf
natura:overworld_bookshelves:4, Willow Bookshelf
natura:overworld_bookshelves:5, Eucalyptus Bookshelf
natura:overworld_bookshelves:6, Hopseed Bookshelf
natura:overworld_bookshelves:7, Sakura Bookshelf
natura:overworld_bookshelves:8, Redwood Bookshelf
natura:overworld_workbenches:0, Maple Workbench
natura:overworld_workbenches:1, Silverbell Workbench
natura:overworld_workbenches:2, Amaranth Workbench
natura:overworld_workbenches:3, Tiger Workbench
natura:overworld_workbenches:4, Willow Workbench
natura:overworld_workbenches:5, Eucalyptus Workbench
natura:overworld_workbenches:6, Hopseed Workbench
natura:overworld_workbenches:7, Sakura Workbench
natura:overworld_workbenches:8, Redwood Workbench
natura:ghostwood_button:0, Ghostwood Button
natura:ghostwood_pressure_plate:0, Ghostwood Pressure Plate
natura:ghostwood_trap_door:0, Ghostwood Trap Door
natura:ghostwood_fence:0, Ghostwood Fence
natura:ghostwood_fence_gate:0, Ghostwood Fence Gate
natura:bloodwood_button:0, Bloodwood Button
natura:bloodwood_pressure_plate:0, Bloodwood Pressure Plate
natura:bloodwood_trap_door:0, Bloodwood Trap Door
natura:bloodwood_fence:0, Bloodwood Fence
natura:bloodwood_fence_gate:0, Bloodwood Fence Gate
natura:fusewood_button:0, Fusewood Button
natura:fusewood_pressure_plate:0, Fusewood Pressure Plate
natura:fusewood_trap_door:0, Fusewood Trap Door
natura:fusewood_fence:0, Fusewood Fence
natura:fusewood_fence_gate:0, Fusewood Fence Gate
natura:darkwood_button:0, Darkwood Button
natura:darkwood_pressure_plate:0, Darkwood Pressure Plate
natura:darkwood_trap_door:0, Darkwood Trap Door
natura:darkwood_fence:0, Darkwood Fence
natura:darkwood_fence_gate:0, Darkwood Fence Gate
natura:nether_bookshelves:0, Ghostwood Bookshelf
natura:nether_bookshelves:1, Bloodwood Bookshelf
natura:nether_bookshelves:2, Darkwood Bookshelf
natura:nether_bookshelves:3, Fusewood Bookshelf
natura:nether_workbenches:0, Ghostwood Workbench
natura:nether_workbenches:1, Bloodwood Workbench
natura:nether_workbenches:2, Darkwood Workbench
natura:nether_workbenches:3, Fusewood Workbench
natura:imp_armor_helmet, Impskin Helmet
natura:imp_armor_chestplate, Impskin Jerkin
natura:imp_armor_leggings, Impskin Leggings
natura:imp_armor_boots, Impskin Boots
natura:ghostwood_sword, Ghostwood Sword
natura:ghostwood_pickaxe, Ghostwood Pickaxe
natura:ghostwood_shovel, Ghostwood Shovel
natura:ghostwood_axe, Ghostwood Hatchet
natura:ghostwood_kama, Ghostwood Kama
natura:ghostwood_bow, Ghostwood Bow
natura:bloodwood_sword, Bloodwood Sword
natura:bloodwood_pickaxe, Bloodwood Pickaxe
natura:bloodwood_shovel, Bloodwood Shovel
natura:bloodwood_axe, Bloodwood Hatchet
natura:bloodwood_kama, Bloodwood Kama
natura:bloodwood_bow, Bloodwood Bow
natura:darkwood_sword, Darkwood Sword
natura:darkwood_pickaxe, Darkwood Pickaxe
natura:darkwood_shovel, Darkwood Shovel
natura:darkwood_axe, Darkwood Hatchet
natura:darkwood_kama, Darkwood Kama
natura:darkwood_bow, Darkwood Bow
natura:fusewood_sword, Fusewood Sword
natura:fusewood_pickaxe, Fusewood Pickaxe
natura:fusewood_shovel, Fusewood Shovel
natura:fusewood_axe, Fusewood Hatchet
natura:fusewood_kama, Fusewood Kama
natura:fusewood_bow, Fusewood Bow
natura:netherquartz_sword, Quartz Sword
natura:netherquartz_pickaxe, Quartz Pickaxe
natura:netherquartz_shovel, Quartz Shovel
natura:netherquartz_axe, Quartz Hatchet
natura:netherquartz_kama, Quartz Kama
natura:flint_and_blaze, Flint and Blaze
zerocore:debugtool, Debug Tool
immersiveengineering:ore:0, Copper Ore
immersiveengineering:ore:1, Bauxite Ore
immersiveengineering:ore:2, Lead Ore
immersiveengineering:ore:3, Silver Ore
immersiveengineering:ore:4, Nickel Ore
immersiveengineering:ore:5, Uranium Ore
immersiveengineering:storage:0, Block of Copper
immersiveengineering:storage:1, Block of Aluminium
immersiveengineering:storage:2, Block of Lead
immersiveengineering:storage:3, Block of Silver
immersiveengineering:storage:4, Block of Nickel
immersiveengineering:storage:5, Block of Uranium
immersiveengineering:storage:6, Block of Constantan
immersiveengineering:storage:7, Block of Electrum
immersiveengineering:storage:8, Block of Steel
immersiveengineering:storage_slab:0, Copper Slab
immersiveengineering:storage_slab:1, Aluminium Slab
immersiveengineering:storage_slab:2, Lead Slab
immersiveengineering:storage_slab:3, Silver Slab
immersiveengineering:storage_slab:4, Nickel Slab
immersiveengineering:storage_slab:5, Uranium Slab
immersiveengineering:storage_slab:6, Constantan Slab
immersiveengineering:storage_slab:7, Electrum Slab
immersiveengineering:storage_slab:8, Steel Slab
immersiveengineering:stone_decoration:0, Coke Brick
immersiveengineering:stone_decoration:1, Blast Brick
immersiveengineering:stone_decoration:2, Reinforced Blast Brick
immersiveengineering:stone_decoration:3, Block of Coal Coke
immersiveengineering:stone_decoration:4, Hempcrete
immersiveengineering:stone_decoration:5, Concrete
immersiveengineering:stone_decoration:6, Concrete Tile
immersiveengineering:stone_decoration:7, Leaded Concrete
immersiveengineering:stone_decoration:8, Insulating Glass
immersiveengineering:stone_decoration:10, Kiln Brick
immersiveengineering:stone_decoration_slab:0, Coke Brick Slab
immersiveengineering:stone_decoration_slab:1, Blast Brick Slab
immersiveengineering:stone_decoration_slab:2, Reinforced Blast Brick Slab
immersiveengineering:stone_decoration_slab:4, Hempcrete Slab
immersiveengineering:stone_decoration_slab:5, Concrete Slab
immersiveengineering:stone_decoration_slab:6, Concrete Tile Slab
immersiveengineering:stone_decoration_slab:7, Leaded Concrete Slab
immersiveengineering:stone_decoration_slab:10, Kiln Brick Slab
immersiveengineering:stone_decoration_stairs_hempcrete, Hempcrete Stairs
immersiveengineering:stone_decoration_stairs_concrete, Concrete Stairs
immersiveengineering:stone_decoration_stairs_concrete_tile, Concrete Tile Stairs
immersiveengineering:stone_decoration_stairs_concrete_leaded, Leaded Concrete Stairs
immersiveengineering:stone_device:3, Concrete Sheet
immersiveengineering:stone_device:4, Concrete Panel
immersiveengineering:stone_device:5, Concrete Chunk
immersiveengineering:treated_wood:0, Treated Wood Planks
immersiveengineering:treated_wood:1, Treated Wood Planks
immersiveengineering:treated_wood:2, Treated Wood Planks
immersiveengineering:treated_wood_slab:0, Treated Wood Slab
immersiveengineering:treated_wood_slab:1, Treated Wood Slab
immersiveengineering:treated_wood_slab:2, Treated Wood Slab
immersiveengineering:treated_wood_stairs0, Treated Wood Stairs
immersiveengineering:treated_wood_stairs1, Treated Wood Stairs
immersiveengineering:treated_wood_stairs2, Treated Wood Stairs
immersiveengineering:wooden_decoration:0, Treated Wood Fence
immersiveengineering:wooden_decoration:1, Treated Wood Scaffolding
immersiveengineering:wooden_device0:0, Wooden Storage Crate
immersiveengineering:wooden_device0:1, Wooden Barrel
immersiveengineering:wooden_device0:2, Engineer's Workbench
immersiveengineering:wooden_device0:3, Item Router
immersiveengineering:wooden_device0:4, Gunpowder Barrel
immersiveengineering:wooden_device0:5, Reinforced Storage Crate
immersiveengineering:wooden_device0:6, Turntable
immersiveengineering:wooden_device0:7, Fluid Router
immersiveengineering:wooden_device1:0, Water Wheel
immersiveengineering:wooden_device1:1, Windmill
immersiveengineering:wooden_device1:3, Wooden Post
immersiveengineering:wooden_device1:4, Wooden Wallmount
immersiveengineering:hemp, Industrial Hemp
immersiveengineering:cloth_device:0, Jump Cushion
immersiveengineering:cloth_device:1, Balloon
immersiveengineering:cloth_device:2, Strip Curtain
immersiveengineering:fake_light, tile.immersiveengineering.fake_light.name
immersiveengineering:sheetmetal:0, Copper Sheetmetal
immersiveengineering:sheetmetal:1, Aluminium Sheetmetal
immersiveengineering:sheetmetal:2, Lead Sheetmetal
immersiveengineering:sheetmetal:3, Silver Sheetmetal
immersiveengineering:sheetmetal:4, Nickel Sheetmetal
immersiveengineering:sheetmetal:5, Uranium Sheetmetal
immersiveengineering:sheetmetal:6, Constantan Sheetmetal
immersiveengineering:sheetmetal:7, Electrum Sheetmetal
immersiveengineering:sheetmetal:8, Steel Sheetmetal
immersiveengineering:sheetmetal:9, Iron Sheetmetal
immersiveengineering:sheetmetal:10, Gold Sheetmetal
immersiveengineering:sheetmetal_slab:0, Copper Sheetmetal Slab
immersiveengineering:sheetmetal_slab:1, Aluminium Sheetmetal Slab
immersiveengineering:sheetmetal_slab:2, Lead Sheetmetal Slab
immersiveengineering:sheetmetal_slab:3, Silver Sheetmetal Slab
immersiveengineering:sheetmetal_slab:4, Nickel Sheetmetal Slab
immersiveengineering:sheetmetal_slab:5, Uranium Sheetmetal Slab
immersiveengineering:sheetmetal_slab:6, Constantan Sheetmetal Slab
immersiveengineering:sheetmetal_slab:7, Electrum Sheetmetal Slab
immersiveengineering:sheetmetal_slab:8, Steel Sheetmetal Slab
immersiveengineering:sheetmetal_slab:9, Iron Sheetmetal Slab
immersiveengineering:sheetmetal_slab:10, Gold Sheetmetal Slab
immersiveengineering:metal_decoration0:0, Copper Coil Block
immersiveengineering:metal_decoration0:1, Electrum Coil Block
immersiveengineering:metal_decoration0:2, High-Voltage Coil Block
immersiveengineering:metal_decoration0:3, Redstone Engineering Block
immersiveengineering:metal_decoration0:4, Light Engineering Block
immersiveengineering:metal_decoration0:5, Heavy Engineering Block
immersiveengineering:metal_decoration0:6, Generator Block
immersiveengineering:metal_decoration0:7, Radiator Block
immersiveengineering:metal_decoration1:0, Steel Fence
immersiveengineering:metal_decoration1:1, Steel Scaffolding
immersiveengineering:metal_decoration1:2, Steel Scaffolding
immersiveengineering:metal_decoration1:3, Steel Scaffolding
immersiveengineering:metal_decoration1:4, Aluminium Fence
immersiveengineering:metal_decoration1:5, Aluminium Scaffolding
immersiveengineering:metal_decoration1:6, Aluminium Scaffolding
immersiveengineering:metal_decoration1:7, Aluminium Scaffolding
immersiveengineering:metal_decoration2:0, Steel Post
immersiveengineering:metal_decoration2:1, Steel Wallmount
immersiveengineering:metal_decoration2:2, Aluminium Post
immersiveengineering:metal_decoration2:3, Aluminium Wallmount
immersiveengineering:metal_decoration2:4, Lantern
immersiveengineering:metal_decoration2:5, Razor Wire
immersiveengineering:metal_decoration2:7, Steel Structural Arm
immersiveengineering:metal_decoration2:8, Aluminium Structural Arm
immersiveengineering:metal_decoration1_slab:1, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:2, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:3, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:5, Aluminium Scaffolding Slab
